,origin,destination,requirement
739,Andorra,Portugal,visa_free
740,Andorra,Qatar,visa_on_arrival
741,Andorra,Romania,visa_free
742,Andorra,Russia,visa_free
743,Andorra,Rwanda,visa_on_arrival
744,Andorra,Saint Kitts and Nevis,visa_required
745,Andorra,Saint Lucia,visa_free
746,Andorra,Samoa,visa_on_arrival
747,Andorra,San Marino,visa_free
748,Andorra,São Tomé and Príncipe,visa_free
749,Andorra,Saudi Arabia,visa_on_arrival
750,Andorra,Senegal,visa_on_arrival
751,Andorra,Serbia,visa_free
752,Andorra,Seychelles,visa_on_arrival
753,Andorra,Sierra Leone,visa_required
754,Andorra,Singapore,visa_free
755,Andorra,Slovakia,visa_free
756,Andorra,Slovenia,visa_free
757,Andorra,Solomon Islands,visa_on_arrival
758,Andorra,Somalia,visa_on_arrival
759,Andorra,South Africa,visa_free
760,Andorra,South Korea,eta
761,Andorra,South Sudan,visa_on_arrival
762,Andorra,Spain,visa_free
763,Andorra,Sri Lanka,eta
764,Andorra,Saint Vincent and the Grenadines,visa_free
765,Andorra,Sudan,visa_required
766,Andorra,Suriname,visa_free
767,Andorra,Sweden,visa_free
768,Andorra,Switzerland,visa_free
769,Andorra,Syria,visa_required
770,Andorra,Taiwan,visa_free
771,Andorra,Tajikistan,visa_on_arrival
772,Andorra,Tanzania,visa_on_arrival
773,Andorra,Thailand,visa_free
774,Andorra,Timor-Leste,visa_on_arrival
775,Andorra,Togo,visa_on_arrival
776,Andorra,Tonga,visa_required
777,Andorra,Trinidad and Tobago,visa_required
778,Andorra,Tunisia,visa_free
779,Andorra,Turkmenistan,visa_required
780,Andorra,Tuvalu,visa_on_arrival
781,Andorra,Turkey,visa_free
782,Andorra,Uganda,visa_on_arrival
783,Andorra,Ukraine,visa_free
784,Andorra,United Arab Emirates,visa_free
785,Andorra,United Kingdom,visa_free
786,Andorra,United States of America,eta
787,Andorra,Uruguay,visa_free
788,Andorra,Uzbekistan,visa_free
789,Andorra,Vanuatu,visa_free
790,Andorra,Vatican City,visa_free
791,Andorra,Venezuela,visa_free
792,Andorra,Vietnam,visa_on_arrival
793,Andorra,Yemen,visa_required
794,Andorra,Zambia,visa_on_arrival
795,Andorra,Zimbabwe,visa_on_arrival
796,Andorra,Andorra,
797,Angola,Afghanistan,visa_required
798,Angola,Albania,visa_required
799,Angola,Algeria,visa_required
800,Angola,Andorra,visa_required
801,Angola,Antigua and Barbuda,visa_required
802,Angola,Argentina,visa_required
803,Angola,Armenia,visa_required
804,Angola,Australia,visa_required
805,Angola,Austria,visa_required
806,Angola,Azerbaijan,visa_required
807,Angola,Bahamas,visa_required
808,Angola,Bahrain,visa_required
809,Angola,Bangladesh,visa_on_arrival
810,Angola,Barbados,visa_free
811,Angola,Belarus,visa_required
812,Angola,Belgium,visa_required
813,Angola,Belize,visa_required
814,Angola,Benin,visa_free
815,Angola,Bhutan,visa_required
816,Angola,Bolivia,visa_on_arrival
817,Angola,Bosnia and Herzegovina,visa_required
818,Angola,Botswana,visa_free
819,Angola,Brazil,visa_required
820,Angola,Brunei,visa_required
821,Angola,Bulgaria,visa_required
822,Angola,Burkina Faso,visa_required
823,Angola,Burundi,visa_on_arrival
824,Angola,Cambodia,visa_on_arrival
825,Angola,Cameroon,visa_required
826,Angola,Canada,visa_required
827,Angola,Cape Verde,visa_free
828,Angola,Central African Republic,visa_required
829,Angola,Chad,visa_required
830,Angola,Chile,visa_required
831,Angola,China,visa_required
832,Angola,Colombia,visa_required
833,Angola,Comoros,visa_on_arrival
834,Angola,Congo [Republic],visa_required
835,Angola,Congo [DRC],visa_on_arrival
836,Angola,Costa Rica,visa_required
837,Angola,Côte d'Ivoire,eta
838,Angola,Croatia,visa_required
839,Angola,Cuba,visa_on_arrival
840,Angola,Cyprus,visa_required
841,Angola,Czech Republic,visa_required
842,Angola,Denmark,visa_required
843,Angola,Djibouti,visa_on_arrival
844,Angola,Dominica,visa_free
845,Angola,Dominican Republic,visa_required
846,Angola,Ecuador,visa_required
847,Angola,Egypt,visa_required
848,Angola,El Salvador,visa_required
849,Angola,Equatorial Guinea,visa_required
850,Angola,Eritrea,visa_required
851,Angola,Estonia,visa_required
852,Angola,Eswatini,visa_required
853,Angola,Ethiopia,visa_on_arrival
854,Angola,Fiji,visa_required
855,Angola,Finland,visa_required
856,Angola,France,visa_required
857,Angola,Gabon,visa_on_arrival
858,Angola,Gambia,visa_free
859,Angola,Georgia,visa_required
860,Angola,Germany,visa_required
861,Angola,Ghana,visa_on_arrival
862,Angola,Greece,visa_required
863,Angola,Grenada,visa_required
864,Angola,Guatemala,visa_required
865,Angola,Guinea,visa_on_arrival
866,Angola,Guinea-Bissau,visa_required
867,Angola,Guyana,visa_required
868,Angola,Haiti,visa_free
869,Angola,Honduras,visa_required
870,Angola,Hong Kong,visa_required
871,Angola,Hungary,visa_required
872,Angola,Iceland,visa_required
873,Angola,India,visa_on_arrival
874,Angola,Indonesia,visa_required
875,Angola,Iran,visa_on_arrival
876,Angola,Iraq,visa_required
877,Angola,Ireland,visa_required
878,Angola,Israel,visa_required
879,Angola,Italy,visa_required
880,Angola,Jamaica,visa_required
881,Angola,Japan,visa_required
882,Angola,Jordan,visa_required
883,Angola,Kazakhstan,visa_required
884,Angola,Kenya,visa_on_arrival
885,Angola,Kiribati,visa_required
886,Angola,Kosovo,visa_required
887,Angola,Kuwait,visa_required
888,Angola,Kyrgyzstan,visa_required
889,Angola,Laos,visa_on_arrival
890,Angola,Latvia,visa_required
891,Angola,Lebanon,visa_required
892,Angola,Lesotho,visa_on_arrival
893,Angola,Liberia,visa_required
894,Angola,Libya,visa_required
895,Angola,Liechtenstein,visa_required
896,Angola,Lithuania,visa_required
897,Angola,Luxembourg,visa_required
898,Angola,Macao,visa_on_arrival
899,Angola,Madagascar,visa_on_arrival
900,Angola,Malawi,visa_on_arrival
901,Angola,Malaysia,visa_on_arrival
902,Angola,Maldives,visa_on_arrival
903,Angola,Mali,visa_required
904,Angola,Malta,visa_required
905,Angola,Marshall Islands,visa_required
906,Angola,Mauritania,visa_on_arrival
907,Angola,Mauritius,visa_free
908,Angola,Mexico,visa_required
909,Angola,Micronesia,visa_free
910,Angola,Moldova,visa_required
911,Angola,Monaco,visa_required
912,Angola,Mongolia,visa_required
913,Angola,Montenegro,visa_required
914,Angola,Morocco,visa_required
915,Angola,Mozambique,visa_free
916,Angola,Myanmar [Burma],visa_required
917,Angola,Namibia,visa_free
918,Angola,Nauru,visa_required
919,Angola,Nepal,visa_on_arrival
920,Angola,Netherlands,visa_required
921,Angola,New Zealand,visa_required
922,Angola,Nicaragua,visa_on_arrival
923,Angola,Niger,visa_required
924,Angola,Nigeria,visa_on_arrival
925,Angola,North Korea,visa_required
926,Angola,North Macedonia,visa_required
927,Angola,Norway,visa_required
928,Angola,Oman,visa_required
929,Angola,Pakistan,eta
930,Angola,Palau,visa_on_arrival
931,Angola,Palestinian Territories,visa_required
932,Angola,Panama,visa_free
933,Angola,Papua New Guinea,visa_required
934,Angola,Paraguay,visa_required
935,Angola,Peru,visa_required
936,Angola,Philippines,visa_free
937,Angola,Poland,visa_required
938,Angola,Portugal,visa_required
939,Angola,Qatar,visa_required
940,Angola,Romania,visa_required
941,Angola,Russia,visa_required
942,Angola,Rwanda,visa_free
943,Angola,Saint Kitts and Nevis,visa_required
944,Angola,Saint Lucia,visa_required
945,Angola,Samoa,visa_on_arrival
946,Angola,San Marino,visa_required
947,Angola,São Tomé and Príncipe,visa_free
948,Angola,Saudi Arabia,visa_required
949,Angola,Senegal,visa_on_arrival
950,Angola,Serbia,visa_required
951,Angola,Seychelles,visa_on_arrival
952,Angola,Sierra Leone,visa_required
953,Angola,Singapore,visa_free
954,Angola,Slovakia,visa_required
955,Angola,Slovenia,visa_required
956,Angola,Solomon Islands,visa_required
957,Angola,Somalia,visa_on_arrival
958,Angola,South Africa,visa_free
959,Angola,South Korea,visa_required
960,Angola,South Sudan,visa_on_arrival
961,Angola,Spain,visa_required
962,Angola,Sri Lanka,eta
963,Angola,Saint Vincent and the Grenadines,visa_free
964,Angola,Sudan,visa_required
965,Angola,Suriname,visa_free
966,Angola,Sweden,visa_required
967,Angola,Switzerland,visa_required
968,Angola,Syria,visa_required
969,Angola,Taiwan,visa_required
970,Angola,Tajikistan,visa_required
971,Angola,Tanzania,visa_on_arrival
972,Angola,Thailand,visa_required
973,Angola,Timor-Leste,visa_on_arrival
974,Angola,Togo,visa_on_arrival
975,Angola,Tonga,visa_required
976,Angola,Trinidad and Tobago,visa_required
977,Angola,Tunisia,visa_free
978,Angola,Turkmenistan,visa_required
979,Angola,Tuvalu,visa_on_arrival
980,Angola,Turkey,visa_required
981,Angola,Uganda,visa_free
982,Angola,Ukraine,visa_required
983,Angola,United Arab Emirates,visa_required
984,Angola,United Kingdom,visa_required
985,Angola,United States of America,visa_required
986,Angola,Uruguay,visa_required
987,Angola,Uzbekistan,visa_on_arrival
988,Angola,Vanuatu,visa_required
989,Angola,Vatican City,visa_required
990,Angola,Venezuela,visa_required
991,Angola,Vietnam,visa_required
992,Angola,Yemen,visa_required
993,Angola,Zambia,visa_free
994,Angola,Zimbabwe,visa_free
995,Angola,Angola,
996,Antigua and Barbuda,Afghanistan,visa_required
997,Antigua and Barbuda,Albania,visa_free
998,Antigua and Barbuda,Algeria,visa_required
999,Antigua and Barbuda,Andorra,visa_free
1000,Antigua and Barbuda,Angola,visa_on_arrival
1001,Antigua and Barbuda,Argentina,visa_required
1002,Antigua and Barbuda,Armenia,visa_on_arrival
1003,Antigua and Barbuda,Australia,visa_required
1004,Antigua and Barbuda,Austria,visa_free
1005,Antigua and Barbuda,Azerbaijan,visa_required
1006,Antigua and Barbuda,Bahamas,visa_free
1007,Antigua and Barbuda,Bahrain,visa_required
1008,Antigua and Barbuda,Bangladesh,visa_on_arrival
1009,Antigua and Barbuda,Barbados,visa_free
1010,Antigua and Barbuda,Belarus,visa_free
1011,Antigua and Barbuda,Belgium,visa_free
1012,Antigua and Barbuda,Belize,visa_free
1013,Antigua and Barbuda,Benin,visa_required
1014,Antigua and Barbuda,Bhutan,visa_required
1015,Antigua and Barbuda,Bolivia,visa_on_arrival
1016,Antigua and Barbuda,Bosnia and Herzegovina,visa_free
1017,Antigua and Barbuda,Botswana,visa_free
1018,Antigua and Barbuda,Brazil,visa_free
1019,Antigua and Barbuda,Brunei,visa_required
1020,Antigua and Barbuda,Bulgaria,visa_free
1021,Antigua and Barbuda,Burkina Faso,visa_required
1022,Antigua and Barbuda,Burundi,visa_on_arrival
1023,Antigua and Barbuda,Cambodia,visa_on_arrival
1024,Antigua and Barbuda,Cameroon,visa_required
1025,Antigua and Barbuda,Canada,visa_required
1026,Antigua and Barbuda,Cape Verde,visa_on_arrival
1027,Antigua and Barbuda,Central African Republic,visa_required
1028,Antigua and Barbuda,Chad,visa_required
1029,Antigua and Barbuda,Chile,visa_free
1030,Antigua and Barbuda,China,visa_required
1031,Antigua and Barbuda,Colombia,visa_free
1032,Antigua and Barbuda,Comoros,visa_on_arrival
1033,Antigua and Barbuda,Congo [Republic],visa_required
1034,Antigua and Barbuda,Congo [DRC],visa_on_arrival
1035,Antigua and Barbuda,Costa Rica,visa_free
1036,Antigua and Barbuda,Côte d'Ivoire,eta
1037,Antigua and Barbuda,Croatia,visa_free
1038,Antigua and Barbuda,Cuba,visa_free
1039,Antigua and Barbuda,Cyprus,visa_free
1040,Antigua and Barbuda,Czech Republic,visa_free
1041,Antigua and Barbuda,Denmark,visa_free
1042,Antigua and Barbuda,Djibouti,visa_on_arrival
1043,Antigua and Barbuda,Dominica,visa_free
1044,Antigua and Barbuda,Dominican Republic,visa_free
1045,Antigua and Barbuda,Ecuador,visa_free
1046,Antigua and Barbuda,Egypt,visa_on_arrival
1047,Antigua and Barbuda,El Salvador,visa_free
1048,Antigua and Barbuda,Equatorial Guinea,visa_required
1049,Antigua and Barbuda,Eritrea,visa_required
1050,Antigua and Barbuda,Estonia,visa_free
1051,Antigua and Barbuda,Eswatini,visa_free
1052,Antigua and Barbuda,Ethiopia,visa_on_arrival
1053,Antigua and Barbuda,Fiji,visa_free
1054,Antigua and Barbuda,Finland,visa_free
1055,Antigua and Barbuda,France,visa_free
1056,Antigua and Barbuda,Gabon,visa_on_arrival
1057,Antigua and Barbuda,Gambia,visa_free
1058,Antigua and Barbuda,Georgia,visa_free
1059,Antigua and Barbuda,Germany,visa_free
1060,Antigua and Barbuda,Ghana,visa_required
1061,Antigua and Barbuda,Greece,visa_free
1062,Antigua and Barbuda,Grenada,visa_free
1063,Antigua and Barbuda,Guatemala,visa_free
1064,Antigua and Barbuda,Guinea,visa_on_arrival
1065,Antigua and Barbuda,Guinea-Bissau,visa_required
1066,Antigua and Barbuda,Guyana,visa_free
1067,Antigua and Barbuda,Haiti,visa_free
1068,Antigua and Barbuda,Honduras,visa_free
1069,Antigua and Barbuda,Hong Kong,visa_free
1070,Antigua and Barbuda,Hungary,visa_free
1071,Antigua and Barbuda,Iceland,visa_free
1072,Antigua and Barbuda,India,visa_on_arrival
1073,Antigua and Barbuda,Indonesia,visa_required
1074,Antigua and Barbuda,Iran,visa_on_arrival
1075,Antigua and Barbuda,Iraq,visa_required
1076,Antigua and Barbuda,Ireland,visa_free
1077,Antigua and Barbuda,Israel,visa_required
1078,Antigua and Barbuda,Italy,visa_free
1079,Antigua and Barbuda,Jamaica,visa_free
1080,Antigua and Barbuda,Japan,visa_required
1081,Antigua and Barbuda,Jordan,visa_on_arrival
1082,Antigua and Barbuda,Kazakhstan,visa_required
1083,Antigua and Barbuda,Kenya,visa_on_arrival
1084,Antigua and Barbuda,Kiribati,visa_free
1085,Antigua and Barbuda,Kosovo,visa_free
1086,Antigua and Barbuda,Kuwait,visa_required
1087,Antigua and Barbuda,Kyrgyzstan,visa_required
1088,Antigua and Barbuda,Laos,visa_on_arrival
1089,Antigua and Barbuda,Latvia,visa_free
1090,Antigua and Barbuda,Lebanon,visa_on_arrival
1091,Antigua and Barbuda,Lesotho,visa_free
1092,Antigua and Barbuda,Liberia,visa_required
1093,Antigua and Barbuda,Libya,visa_required
1094,Antigua and Barbuda,Liechtenstein,visa_free
1095,Antigua and Barbuda,Lithuania,visa_free
1096,Antigua and Barbuda,Luxembourg,visa_free
1097,Antigua and Barbuda,Macao,visa_on_arrival
1098,Antigua and Barbuda,Madagascar,visa_on_arrival
1099,Antigua and Barbuda,Malawi,visa_free
1100,Antigua and Barbuda,Malaysia,visa_free
1101,Antigua and Barbuda,Maldives,visa_on_arrival
1102,Antigua and Barbuda,Mali,visa_required
1103,Antigua and Barbuda,Malta,visa_free
1104,Antigua and Barbuda,Marshall Islands,visa_required
1105,Antigua and Barbuda,Mauritania,visa_on_arrival
1106,Antigua and Barbuda,Mauritius,visa_free
1107,Antigua and Barbuda,Mexico,visa_required
1108,Antigua and Barbuda,Micronesia,visa_free
1109,Antigua and Barbuda,Moldova,visa_free
1110,Antigua and Barbuda,Monaco,visa_free
1111,Antigua and Barbuda,Mongolia,visa_required
1112,Antigua and Barbuda,Montenegro,visa_free
1113,Antigua and Barbuda,Morocco,visa_required
1114,Antigua and Barbuda,Mozambique,visa_on_arrival
1115,Antigua and Barbuda,Myanmar [Burma],visa_required
1116,Antigua and Barbuda,Namibia,visa_required
1117,Antigua and Barbuda,Nauru,visa_required
1118,Antigua and Barbuda,Nepal,visa_on_arrival
1119,Antigua and Barbuda,Netherlands,visa_free
1120,Antigua and Barbuda,New Zealand,visa_required
1121,Antigua and Barbuda,Nicaragua,visa_free
1122,Antigua and Barbuda,Niger,visa_required
1123,Antigua and Barbuda,Nigeria,visa_on_arrival
1124,Antigua and Barbuda,North Korea,visa_required
1125,Antigua and Barbuda,North Macedonia,visa_free
1126,Antigua and Barbuda,Norway,visa_free
1127,Antigua and Barbuda,Oman,visa_required
1128,Antigua and Barbuda,Pakistan,visa_required
1129,Antigua and Barbuda,Palau,visa_on_arrival
1130,Antigua and Barbuda,Palestinian Territories,visa_free
1131,Antigua and Barbuda,Panama,visa_free
1132,Antigua and Barbuda,Papua New Guinea,visa_on_arrival
1133,Antigua and Barbuda,Paraguay,visa_required
1134,Antigua and Barbuda,Peru,visa_free
1135,Antigua and Barbuda,Philippines,visa_free
1136,Antigua and Barbuda,Poland,visa_free
1137,Antigua and Barbuda,Portugal,visa_free
1138,Antigua and Barbuda,Qatar,visa_on_arrival
1139,Antigua and Barbuda,Romania,visa_free
1140,Antigua and Barbuda,Russia,visa_free
1141,Antigua and Barbuda,Rwanda,visa_on_arrival
1142,Antigua and Barbuda,Saint Kitts and Nevis,visa_free
1143,Antigua and Barbuda,Saint Lucia,visa_free
1144,Antigua and Barbuda,Samoa,visa_on_arrival
1145,Antigua and Barbuda,San Marino,visa_free
1146,Antigua and Barbuda,São Tomé and Príncipe,visa_required
1147,Antigua and Barbuda,Saudi Arabia,visa_required
1148,Antigua and Barbuda,Senegal,visa_required
1149,Antigua and Barbuda,Serbia,visa_free
1150,Antigua and Barbuda,Seychelles,visa_on_arrival
1151,Antigua and Barbuda,Sierra Leone,visa_on_arrival
1152,Antigua and Barbuda,Singapore,visa_free
1153,Antigua and Barbuda,Slovakia,visa_free
1154,Antigua and Barbuda,Slovenia,visa_free
1155,Antigua and Barbuda,Solomon Islands,visa_on_arrival
1156,Antigua and Barbuda,Somalia,visa_on_arrival
1157,Antigua and Barbuda,South Africa,visa_free
1158,Antigua and Barbuda,South Korea,eta
1159,Antigua and Barbuda,South Sudan,visa_on_arrival
1160,Antigua and Barbuda,Spain,visa_free
1161,Antigua and Barbuda,Sri Lanka,eta
1162,Antigua and Barbuda,Saint Vincent and the Grenadines,visa_free
1163,Antigua and Barbuda,Sudan,visa_required
1164,Antigua and Barbuda,Suriname,visa_free
1165,Antigua and Barbuda,Sweden,visa_free
1166,Antigua and Barbuda,Switzerland,visa_free
1167,Antigua and Barbuda,Syria,visa_required
1168,Antigua and Barbuda,Taiwan,visa_required
1169,Antigua and Barbuda,Tajikistan,visa_required
1170,Antigua and Barbuda,Tanzania,visa_free
1171,Antigua and Barbuda,Thailand,visa_required
1172,Antigua and Barbuda,Timor-Leste,visa_on_arrival
1173,Antigua and Barbuda,Togo,visa_on_arrival
1174,Antigua and Barbuda,Tonga,visa_required
1175,Antigua and Barbuda,Trinidad and Tobago,visa_free
1176,Antigua and Barbuda,Tunisia,visa_free
1177,Antigua and Barbuda,Turkmenistan,visa_required
